8042,2012,31324,1
10211,1999,38115,1
12784,2016,33562,1
5919,2004,35909,1
5417,2005,28668,1
14228,1999,19091,0
18172,2010,23340,0
17825,2011,20320,0
23251,2013,39885,1
7646,2020,18757,1
9622,2018,23909,1
17495,2003,34397,0
23923,2013,32899,0
9847,2006,26357,1
16512,2019,17064,0
14957,2018,21605,0
6305,2002,21427,1
12884,2015,18023,0
5720,2013,27257,1
10943,2015,20353,0
10637,2004,20636,0
7092,2018,39755,1
24397,2008,35014,0
11534,2014,37248,1
12364,2006,26544,1
8543,2007,21853,1
11577,2016,22307,1
9968,2003,21566,0
22517,2016,28455,0
14492,2015,17410,0
14913,2006,20659,0
5077,2010,36878,1
6570,2005,24793,1
9976,2005,19075,0
16657,2014,27190,0
12542,2007,20071,0
14103,2006,23121,0
12379,2008,38393,1
11530,2009,27965,1
21455,2020,22052,0
5882,2013,35132,1
9741,1995,32736,0
15663,2014,27289,0
21693,2017,23320,0
12274,2013,24332,1
11361,2004,18585,0
9448,2007,30254,1
6762,2007,31872,1
18146,2007,39829,1
12689,2013,15226,0
