9583	2011	12599	1
24744	1995	35481	0
9389	2015	17130	1
14390	1996	20041	0
5672	2004	12828	0
25355	2011	35298	0
25620	2019	32221	0
8921	2019	15135	1
19576	1998	30644	0
15591	2001	19808	0
21933	2019	25857	0
6527	2013	12587	1
29119	2020	35710	0
19673	2000	30325	0
14651	2014	24305	1
17453	2020	28870	1
15332	1996	20064	0
22724	2019	30853	0
9959	2016	17751	1
22641	2015	30942	0
18631	2013	22842	1
7692	2000	13587	0
5464	2013	14795	1
28214	2017	39419	0
29820	2012	36452	0
13080	2006	18934	1
26190	2019	30655	0
13526	2001	24222	0
8451	2012	19439	1
24285	2004	27886	0
14840	2005	26624	0
21081	2009	28211	0
20772	2011	28372	0
22656	2003	29192	0
9977	1998	20748	0
9975	2009	18490	1
15855	2011	22313	1
16413	1995	22802	0
28708	2005	39813	0
12627	2001	20896	0
7345	2017	18382	1
15838	2021	21838	1
5851	1999	9283	0
13455	2002	18981	0
23076	1997	31887	0
14353	2017	22774	1
26853	2016	30865	0
24531	2008	29267	0
26196	1999	32107	0
15566	2008	23187	1
15714	1999	27685	0
13435	2000	21558	0
22068	2020	32643	0
19238	2018	27847	1
21593	2001	25540	0
22918	1998	34085	0
16897	2004	21896	0
21325	2000	25331	0
12472	2014	17666	1
25378	2014	36530	0
18108	2020	24541	1
21242	2009	28644	0
27530	2011	37419	0
26944	2001	32391	0
27390	1997	34098	0
23046	2011	30989	0
18777	2001	25093	0
20883	2013	25326	0
9423	2003	15402	0
15221	1995	25595	0
27275	2016	32383	0
24927	1998	35527	0
11890	2021	19952	1
15574	2020	25771	1
29884	2010	38190	0
11711	2000	16062	0
8313	2015	12818	1
5278	2007	9053	1
28970	1997	32232	0
13440	2021	24406	1
18167	2010	29454	1
28974	2005	36072	0
19530	2006	29036	1
29616	2001	32928	0
12631	2015	19860	1
10337	2003	16325	0
9731	2020	21026	1
8784	2010	17921	1
19748	2014	28036	1
14155	1999	21808	0
11583	1995	20452	0
12485	2002	19730	0
23185	2003	27592	0
5137	2020	15716	1
22309	2011	33700	0
10161	2004	15598	0
5691	2009	9462	1
24920	2018	34598	0
10639	1997	22213	0
17986	1995	21519	0
25421	2021	33954	0
29326	2018	37201	0
27012	2019	30800	0
21492	2009	33482	0
16666	2008	19949	1
5213	2007	14578	1
26229	2006	31707	0
16461	2005	23542	0
27502	2009	33053	0
25766	2013	34885	0
6636	2020	11227	1
28348	1995	33123	0
9711	2014	20516	1
13606	2005	18935	0
25133	2014	32000	0
13111	2005	24881	0
28379	2011	40047	0
17951	1995	27237	0
6154	2018	14246	1
9688	2000	15568	0
19539	1996	23179	0
20524	2005	27384	0
23987	2003	34036	0
23406	1996	33673	0
15626	2012	27573	1
10384	2010	20725	1
10316	2001	16518	0
19989	1996	27873	0
16507	2020	28515	1
27572	2009	34996	0
5118	2010	10368	1
7599	2018	13649	1
23284	2014	32000	0
29157	2001	34031	0
17494	2002	28624	0
22857	2017	30164	0
13271	2008	17689	1
17819	2011	28778	1
16332	1997	26133	0
26889	2004	35453	0
17616	2014	23902	1
19889	1995	23078	0
20549	1998	25544	0
15013	2010	20918	1
9478	2016	14431	1
21817	2000	32101	0
16815	2003	23990	0
9476	2002	21038	0
23226	1997	35081	0
7513	1996	11879	0
5099	2010	10301	1
13733	2021	22814	1
14305	1999	18685	0
5092	2003	9982	0
7135	1998	11574	0
7813	2002	14568	0
29570	2007	41108	0
27938	2018	34616	0
10857	1995	18160	0
27819	2005	39435	0
7112	2002	12362	0
16644	2000	27084	0
11999	2020	23462	1
24312	2003	27327	0
24096	1995	29872	0
25194	2000	32719	0
11924	2016	19748	1
12951	2019	17109	1
23762	2004	34323	0
21576	1999	28426	0
8123	1999	15419	0
29720	2018	38384	0
25683	2005	32567	0
19628	1998	27818	0
12875	2003	24349	0
21832	1996	33121	0
10159	2003	18445	0
16253	2021	26135	1
17155	2020	22606	1
26338	2008	33671	0
9045	2000	15188	0
19078	2016	25831	1
23767	2004	30627	0
24984	1996	29020	0
11706	2010	22437	1
15630	2016	26308	1
26998	1999	30296	0
10591	2000	20244	0
23728	2009	35353	0
27133	2012	30433	0
20957	2018	29219	0
6383	2008	12942	1
9415	1999	13514	0
12825	2005	20448	0
22786	2003	32465	0
21210	2001	25513	0
6917	2015	11519	1
26731	2001	33862	0
12321	1995	22136	0
5958	2000	12610	0
27955	2010	35875	0
8162	2008	14810	1
12606	2004	21525	0
13771	2012	18645	1
24011	2013	35753	0
16725	2017	27120	1
28820	2001	35689	0
6727	1996	17067	0
14095	2013	21597	1
25980	2011	35109	0
21866	2004	31463	0
15068	2016	23996	1
11468	2020	23215	1
27277	2016	31070	0
13510	2013	20625	1
28097	2016	36591	0
8370	2001	12079	0
26226	2003	37470	0
18027	1997	29495	0
21399	2009	28509	0
9295	2019	18531	1
9463	2002	13537	0
14550	2010	26126	1
20614	1997	27140	0
26578	2004	36393	0
18909	2008	22465	1
14138	2007	26090	1
27095	2010	34893	0
16973	1998	25999	0
12300	2009	22781	1
24562	2000	28498	0
13560	1995	22343	0
17428	2007	26225	1
17566	1995	29211	0
7818	2016	12068	1
8261	2009	19342	1
29841	1997	41318	0
24351	2008	35049	0
21991	2013	32925	0
14053	2020	22811	1
14909	2004	23443	0
5248	1999	17004	0
10035	1999	14661	0
13066	2000	21821	0
23683	1997	33098	0
12082	2008	22189	1
14929	2005	20771	0
11406	2004	22238	0
6870	2006	10586	1
28316	2003	37615	0
20451	2020	27880	0
17134	1995	21213	0
14368	2008	17600	1
10460	2015	18217	1
17924	2013	26853	1
21050	2009	29511	0
27026	2009	38447	0
15986	2020	24774	1
23886	2015	35308	0
28288	2019	38593	0
18933	2000	25604	0
7721	2007	14938	1
6887	2007	13541	1
12913	2017	19697	1
7430	2016	15971	1
15635	2021	22626	1
27544	2016	37686	0
13148	2010	16365	1
5078	2007	12472	1
28617	2006	36070	0
25927	2003	33185	0
9855	2004	13079	0
27405	2003	32772	0
21922	1999	26720	0
9357	2015	17418	1
28802	2016	38382	0
7323	2020	15663	1
6387	2006	13519	1
25559	1995	33713	0
29569	2009	41015	0
26452	1995	35578	0
7394	2003	15932	0
11116	2019	16742	1
16913	2012	25563	1
19962	2002	31672	0
28499	2018	33280	0
11950	2021	16999	1
28265	2007	33003	0
24003	2010	35096	0
9777	2003	17036	0
28787	2007	37805	0
28782	2006	38597	0
8526	2020	17916	1
24147	2012	34470	0
29992	2018	37252	0
10514	2008	20879	1
23032	2007	32845	0
20134	2021	28083	0
29804	2015	38519	0
27882	2008	39557	0
