01 Jun 2010	0	0	0	0
02 Jun 2010	0	0	0	0
03 Jun 2010	0	0	0	0
04 Jun 2010	0	0	0	0
05 Jun 2010	0	0	0	0
06 Jun 2010	0	0	0	0
07 Jun 2010	0	0	0	0
08 Jun 2010	0	0	0	0
09 Jun 2010	0	0	0	0
10 Jun 2010	0	0	0	0
11 Jun 2010	0	0	0	0
12 Jun 2010	0	0	0	0
13 Jun 2010	0	0	0	0
14 Jun 2010	0	0	0	0
15 Jun 2010	0	0	0	0
16 Jun 2010	0	0	0	0
17 Jun 2010	1	5	30	160.32 KB
18 Jun 2010	0	0	0	0
19 Jun 2010	0	0	0	0
20 Jun 2010	0	0	0	0
21 Jun 2010	1	7	46	255.15 KB
22 Jun 2010	3	11	59	633.60 KB
23 Jun 2010	1	3	36	92.48 KB
24 Jun 2010	1	3	36	92.70 KB
25 Jun 2010	1	5	16	550.90 KB
26 Jun 2010	1	1	9	145.20 KB
27 Jun 2010	0	0	0	0
28 Jun 2010	1	1	9	145.23 KB
29 Jun 2010	3	6	49	616.60 KB
30 Jun 2010	0	0	0	0
01 Jul 2010	0	0	0	0
02 Jul 2010	0	0	0	0
03 Jul 2010	0	0	0	0
04 Jul 2010	0	0	0	0
05 Jul 2010	0	0	0	0
06 Jul 2010	1	3	13	939.88 KB
07 Jul 2010	1	3	14	537.15 KB
08 Jul 2010	0	0	0	0
09 Jul 2010	2	3	18	299.76 KB
10 Jul 2010	1	1	9	145.24 KB
11 Jul 2010	0	0	0	0
12 Jul 2010	0	0	0	0
13 Jul 2010	0	0	0	0
14 Jul 2010	0	0	0	0
15 Jul 2010	0	0	0	0
16 Jul 2010	1	7	56	641.60 KB
17 Jul 2010	1	31	98	391.98 KB
18 Jul 2010	0	0	0	0
19 Jul 2010	0	0	0	0
20 Jul 2010	3	44	95	772.88 KB
21 Jul 2010	1	1	1	7.94 KB
22 Jul 2010	5	44	264	1013.63 KB
23 Jul 2010	5	21	71	810.22 KB
24 Jul 2010	3	19	84	848.29 KB
25 Jul 2010	2	4	49	113.51 KB
26 Jul 2010	3	18	56	1.12 MB
27 Jul 2010	2	3	14	171.69 KB
28 Jul 2010	1	1	9	145.59 KB
29 Jul 2010	1	14	34	782.64 KB
30 Jul 2010	3	12	36	574.10 KB
31 Jul 2010	3	3	18	306.57 KB
01 Aug 2010	4	5	33	604.56 KB
02 Aug 2010	2	2	19	713.14 KB
03 Aug 2010	2	3	10	186.00 KB
04 Aug 2010	1	1	9	145.62 KB
05 Aug 2010	1	1	8	164.15 KB
06 Aug 2010	1	2	12	517.50 KB
07 Aug 2010	0	0	0	0
08 Aug 2010	0	0	0	0
09 Aug 2010	2	2	16	328.23 KB
10 Aug 2010	1	3	49	103.48 KB
11 Aug 2010	1	1	11	288.17 KB
12 Aug 2010	4	15	114	701.38 KB
13 Aug 2010	2	2	10	145.62 KB
14 Aug 2010	3	3	29	511.12 KB
15 Aug 2010	1	1	1	7.87 KB
16 Aug 2010	1	2	12	229.01 KB
17 Aug 2010	1	1	3	19.86 KB
18 Aug 2010	4	6	79	623.69 KB
19 Aug 2010	6	25	74	1.22 MB
20 Aug 2010	8	25	107	768.74 KB
21 Aug 2010	2	7	37	979.66 KB
22 Aug 2010	2	6	32	887.80 KB
23 Aug 2010	6	6	56	1.07 MB
24 Aug 2010	7	21	75	1.67 MB
25 Aug 2010	4	8	51	1.27 MB
26 Aug 2010	2	2	17	366.72 KB
27 Aug 2010	5	15	104	1.59 MB
28 Aug 2010	5	5	42	822.81 KB
29 Aug 2010	3	8	20	288.24 KB
30 Aug 2010	1	2	12	520.38 KB
31 Aug 2010	5	27	54	880.33 KB
01 Sep 2010	3	5	44	255.04 KB
02 Sep 2010	5	13	57	1.17 MB
03 Sep 2010	3	10	84	694.26 KB
04 Sep 2010	2	7	23	367.31 KB
05 Sep 2010	3	5	69	573.33 KB
06 Sep 2010	4	5	38	705.73 KB
07 Sep 2010	4	18	60	1.20 MB
08 Sep 2010	8	11	111	1.44 MB
09 Sep 2010	9	36	136	2.60 MB
10 Sep 2010	6	27	104	1.81 MB
11 Sep 2010	3	3	33	768.96 KB
12 Sep 2010	3	4	22	388.67 KB
13 Sep 2010	9	36	139	2.69 MB
14 Sep 2010	7	16	71	1.15 MB
15 Sep 2010	12	40	194	2.82 MB
16 Sep 2010	9	15	118	1.12 MB
17 Sep 2010	16	22	118	2.76 MB
18 Sep 2010	1	1	1	9.63 KB
19 Sep 2010	3	4	16	216.64 KB
20 Sep 2010	9	10	60	1.49 MB
21 Sep 2010	10	30	91	1.23 MB
22 Sep 2010	12	33	126	2.53 MB
23 Sep 2010	10	16	76	1.71 MB
24 Sep 2010	8	14	55	929.78 KB
25 Sep 2010	7	9	61	1.42 MB
26 Sep 2010	6	8	36	786.39 KB
27 Sep 2010	12	21	139	1.61 MB
28 Sep 2010	10	18	70	1.02 MB
29 Sep 2010	13	15	96	1.83 MB
30 Sep 2010	14	28	125	2.47 MB
01 Oct 2010	11	11	96	2.21 MB
02 Oct 2010	5	7	25	291.84 KB
03 Oct 2010	5	5	47	971.40 KB
04 Oct 2010	8	15	79	1.88 MB
05 Oct 2010	15	23	128	2.23 MB
06 Oct 2010	15	31	133	3.00 MB
07 Oct 2010	12	28	85	1.51 MB
08 Oct 2010	7	19	56	1.03 MB
09 Oct 2010	8	15	63	1.57 MB
10 Oct 2010	10	16	136	1.57 MB
11 Oct 2010	9	17	71	1.05 MB
12 Oct 2010	5	11	57	1.40 MB
13 Oct 2010	2	7	15	202.39 KB
14 Oct 2010	12	27	103	1.46 MB
15 Oct 2010	14	25	132	3.04 MB
16 Oct 2010	9	34	98	1.64 MB
17 Oct 2010	6	10	99	1.16 MB
18 Oct 2010	9	16	81	1.51 MB
19 Oct 2010	16	29	134	2.84 MB
20 Oct 2010	13	20	118	2.41 MB
21 Oct 2010	16	32	204	3.21 MB
22 Oct 2010	14	23	182	2.81 MB
23 Oct 2010	4	14	31	575.58 KB
24 Oct 2010	7	10	76	1.98 MB
25 Oct 2010	9	10	71	1.23 MB
26 Oct 2010	14	15	102	2.39 MB
27 Oct 2010	13	20	97	1.88 MB
28 Oct 2010	9	13	120	1.48 MB
29 Oct 2010	15	33	180	2.57 MB
30 Oct 2010	3	8	36	862.45 KB
31 Oct 2010	6	8	17	237.81 KB
01 Nov 2010	8	21	154	2.02 MB
02 Nov 2010	11	17	89	1.73 MB
03 Nov 2010	8	14	64	1.32 MB
04 Nov 2010	10	13	140	1.90 MB
05 Nov 2010	11	17	98	1.90 MB
06 Nov 2010	10	32	116	1.91 MB
07 Nov 2010	6	12	56	894.92 KB
08 Nov 2010	14	31	147	2.81 MB
09 Nov 2010	21	50	216	4.08 MB
10 Nov 2010	7	26	94	1.63 MB
11 Nov 2010	23	43	187	3.33 MB
12 Nov 2010	20	72	294	4.92 MB
13 Nov 2010	12	25	92	1.96 MB
14 Nov 2010	12	16	103	2.27 MB
15 Nov 2010	21	31	259	3.67 MB
16 Nov 2010	22	39	264	4.25 MB
17 Nov 2010	31	47	304	4.64 MB
18 Nov 2010	19	41	220	4.38 MB
19 Nov 2010	21	34	226	4.73 MB
20 Nov 2010	10	22	86	1.60 MB
21 Nov 2010	5	10	63	1.26 MB
22 Nov 2010	9	16	91	2.23 MB
23 Nov 2010	16	55	287	4.95 MB
24 Nov 2010	23	44	205	3.65 MB
25 Nov 2010	19	50	234	4.65 MB
26 Nov 2010	20	29	228	3.28 MB
27 Nov 2010	17	17	146	3.36 MB
28 Nov 2010	16	23	237	2.97 MB
29 Nov 2010	21	40	265	5.09 MB
30 Nov 2010	12	25	121	2.20 MB
01 Dec 2010	14	21	180	3.23 MB
02 Dec 2010	9	12	146	2.29 MB
03 Dec 2010	13	19	107	1.72 MB
04 Dec 2010	2	5	79	595.79 KB
05 Dec 2010	2	3	28	558.85 KB
06 Dec 2010	12	17	209	2.32 MB
07 Dec 2010	13	17	164	2.33 MB
08 Dec 2010	17	69	225	3.29 MB
09 Dec 2010	8	18	134	1.79 MB
10 Dec 2010	12	22	133	2.69 MB
11 Dec 2010	9	12	67	1.69 MB
12 Dec 2010	4	14	65	1.46 MB
13 Dec 2010	15	76	358	4.88 MB
14 Dec 2010	15	55	282	4.51 MB
15 Dec 2010	16	29	171	3.47 MB
16 Dec 2010	6	7	52	973.10 KB
17 Dec 2010	10	33	178	2.62 MB
18 Dec 2010	6	7	48	899.11 KB
19 Dec 2010	6	11	46	806.86 KB
20 Dec 2010	18	32	159	3.79 MB
21 Dec 2010	22	50	203	3.54 MB
22 Dec 2010	18	48	283	4.02 MB
23 Dec 2010	23	52	214	4.67 MB
24 Dec 2010	10	15	61	1.22 MB
25 Dec 2010	9	15	51	821.10 KB
26 Dec 2010	18	41	124	2.32 MB
27 Dec 2010	19	28	163	3.38 MB
28 Dec 2010	20	56	256	3.77 MB
29 Dec 2010	39	92	407	6.86 MB
30 Dec 2010	17	35	146	2.26 MB
31 Dec 2010	21	33	145	2.66 MB
01 Jan 2011	10	22	114	1.57 MB
02 Jan 2011	26	40	163	3.99 MB
03 Jan 2011	23	47	255	4.77 MB
04 Jan 2011	22	32	172	2.91 MB
05 Jan 2011	38	81	388	7.34 MB
06 Jan 2011	28	52	236	4.55 MB
07 Jan 2011	35	61	349	6.88 MB
08 Jan 2011	23	70	329	4.13 MB
09 Jan 2011	26	43	221	5.27 MB
10 Jan 2011	37	84	298	5.57 MB
11 Jan 2011	33	60	374	5.99 MB
12 Jan 2011	29	43	293	5.11 MB
13 Jan 2011	35	60	357	5.67 MB
14 Jan 2011	36	87	370	6.36 MB
15 Jan 2011	26	57	294	5.30 MB
16 Jan 2011	33	48	251	5.41 MB
17 Jan 2011	37	59	409	6.70 MB
18 Jan 2011	42	72	343	6.60 MB
19 Jan 2011	45	131	539	10.13 MB
20 Jan 2011	41	75	433	7.47 MB
21 Jan 2011	48	101	416	8.20 MB
22 Jan 2011	39	79	405	6.65 MB
23 Jan 2011	37	50	255	4.77 MB
24 Jan 2011	30	63	301	6.20 MB
25 Jan 2011	33	65	336	7.42 MB
26 Jan 2011	42	77	448	7.64 MB
27 Jan 2011	41	96	589	9.29 MB
28 Jan 2011	61	133	651	11.53 MB
29 Jan 2011	44	110	521	9.35 MB
30 Jan 2011	43	112	476	8.83 MB
31 Jan 2011	68	211	856	13.26 MB
01 Feb 2011	62	128	726	10.56 MB
02 Feb 2011	66	161	798	14.95 MB
03 Feb 2011	55	188	953	14.96 MB
04 Feb 2011	66	169	820	14.01 MB
05 Feb 2011	37	115	424	9.03 MB
06 Feb 2011	54	105	558	9.42 MB
07 Feb 2011	54	108	550	10.94 MB
08 Feb 2011	53	143	680	11.91 MB
09 Feb 2011	64	151	766	13.84 MB
10 Feb 2011	88	230	1,101	21.23 MB
11 Feb 2011	59	114	727	13.81 MB
12 Feb 2011	47	97	697	10.82 MB
13 Feb 2011	55	124	632	12.24 MB
14 Feb 2011	93	227	1,143	23.47 MB
15 Feb 2011	71	152	884	15.64 MB
16 Feb 2011	66	152	861	17.13 MB
17 Feb 2011	83	156	889	17.94 MB
18 Feb 2011	67	122	722	14.67 MB
19 Feb 2011	62	150	753	14.44 MB
20 Feb 2011	50	92	534	10.27 MB
21 Feb 2011	77	286	1,185	25.65 MB
22 Feb 2011	70	139	872	15.90 MB
23 Feb 2011	80	188	941	18.96 MB
24 Feb 2011	99	234	1,404	29.12 MB
25 Feb 2011	64	104	742	15.56 MB
26 Feb 2011	47	86	602	10.76 MB
27 Feb 2011	41	78	478	9.06 MB
28 Feb 2011	77	140	849	15.54 MB
01 Mar 2011	111	239	1,369	30.08 MB
02 Mar 2011	90	296	1,291	24.49 MB
03 Mar 2011	89	201	1,004	19.77 MB
04 Mar 2011	90	218	1,192	19.69 MB
05 Mar 2011	84	196	1,013	21.97 MB
06 Mar 2011	53	92	506	11.35 MB
07 Mar 2011	114	189	1,149	21.36 MB
08 Mar 2011	105	216	1,328	26.74 MB
09 Mar 2011	104	206	1,185	21.26 MB
10 Mar 2011	93	191	1,027	16.33 MB
11 Mar 2011	83	152	889	17.57 MB
12 Mar 2011	79	157	845	14.04 MB
13 Mar 2011	51	87	536	12.19 MB
14 Mar 2011	97	157	878	16.55 MB
15 Mar 2011	115	243	1,385	28.49 MB
16 Mar 2011	99	280	1,373	29.50 MB
17 Mar 2011	96	181	993	19.86 MB
18 Mar 2011	75	169	847	19.06 MB
19 Mar 2011	56	105	590	11.16 MB
20 Mar 2011	76	262	1,219	25.59 MB
21 Mar 2011	92	216	1,071	22.18 MB
22 Mar 2011	103	209	1,372	25.66 MB
23 Mar 2011	107	224	1,147	22.36 MB
24 Mar 2011	93	210	1,188	24.96 MB
25 Mar 2011	83	172	873	16.85 MB
26 Mar 2011	60	93	546	8.57 MB
27 Mar 2011	57	130	660	13.02 MB
28 Mar 2011	96	202	1,050	21.17 MB
29 Mar 2011	114	245	1,361	26.51 MB
30 Mar 2011	97	254	1,350	27.59 MB
31 Mar 2011	100	217	1,170	21.92 MB
01 Apr 2011	120	229	1,412	27.49 MB
02 Apr 2011	64	132	688	13.39 MB
03 Apr 2011	70	177	805	15.07 MB
04 Apr 2011	122	196	1,233	26.02 MB
05 Apr 2011	90	178	1,065	20.06 MB
06 Apr 2011	86	163	911	17.86 MB
07 Apr 2011	86	152	756	14.15 MB
08 Apr 2011	31	63	344	6.61 MB
09 Apr 2011	41	117	426	9.38 MB
