"SEX","GEO","AGE","UNIT","TIME","INDIC_EM","Value","Flag and Footnotes"
"Total","European Union (28 countries)","From 15 to 64 years","Percentage of total population","2013","Active population","72.0",""
"Males","European Union (28 countries)","From 15 to 64 years","Percentage of total population","2013","Active population","77.9",""
"Females","European Union (28 countries)","From 15 to 64 years","Percentage of total population","2013","Active population","66.0",""
"Total","European Union (27 countries)","From 15 to 64 years","Percentage of total population","2013","Active population","72.0",""
"Males","European Union (27 countries)","From 15 to 64 years","Percentage of total population","2013","Active population","78.0",""
"Females","European Union (27 countries)","From 15 to 64 years","Percentage of total population","2013","Active population","66.1",""
"Total","European Union (15 countries)","From 15 to 64 years","Percentage of total population","2013","Active population","73.2",""
"Males","European Union (15 countries)","From 15 to 64 years","Percentage of total population","2013","Active population","78.9",""
"Females","European Union (15 countries)","From 15 to 64 years","Percentage of total population","2013","Active population","67.4",""
"Total","Euro area (19 countries)","From 15 to 64 years","Percentage of total population","2013","Active population","72.2",""
"Males","Euro area (19 countries)","From 15 to 64 years","Percentage of total population","2013","Active population","78.1",""
"Females","Euro area (19 countries)","From 15 to 64 years","Percentage of total population","2013","Active population","66.3",""
"Total","Euro area (18 countries)","From 15 to 64 years","Percentage of total population","2013","Active population","72.2",""
"Males","Euro area (18 countries)","From 15 to 64 years","Percentage of total population","2013","Active population","78.1",""
"Females","Euro area (18 countries)","From 15 to 64 years","Percentage of total population","2013","Active population","66.2",""
"Total","Euro area (17 countries)","From 15 to 64 years","Percentage of total population","2013","Active population","72.1",""
"Males","Euro area (17 countries)","From 15 to 64 years","Percentage of total population","2013","Active population","78.1",""
"Females","Euro area (17 countries)","From 15 to 64 years","Percentage of total population","2013","Active population","66.2",""
"Total","Belgium","From 15 to 64 years","Percentage of total population","2013","Active population","67.5",""
"Males","Belgium","From 15 to 64 years","Percentage of total population","2013","Active population","72.7",""
"Females","Belgium","From 15 to 64 years","Percentage of total population","2013","Active population","62.3",""
"Total","Bulgaria","From 15 to 64 years","Percentage of total population","2013","Active population","68.4",""
"Males","Bulgaria","From 15 to 64 years","Percentage of total population","2013","Active population","72.2",""
"Females","Bulgaria","From 15 to 64 years","Percentage of total population","2013","Active population","64.5",""
"Total","Czech Republic","From 15 to 64 years","Percentage of total population","2013","Active population","72.9",""
"Males","Czech Republic","From 15 to 64 years","Percentage of total population","2013","Active population","80.5",""
"Females","Czech Republic","From 15 to 64 years","Percentage of total population","2013","Active population","65.1",""
"Total","Denmark","From 15 to 64 years","Percentage of total population","2013","Active population","78.1",""
"Males","Denmark","From 15 to 64 years","Percentage of total population","2013","Active population","80.6",""
"Females","Denmark","From 15 to 64 years","Percentage of total population","2013","Active population","75.6",""
"Total","Germany (until 1990 former territory of the FRG)","From 15 to 64 years","Percentage of total population","2013","Active population","77.6",""
"Males","Germany (until 1990 former territory of the FRG)","From 15 to 64 years","Percentage of total population","2013","Active population","82.6",""
"Females","Germany (until 1990 former territory of the FRG)","From 15 to 64 years","Percentage of total population","2013","Active population","72.6",""
"Total","Estonia","From 15 to 64 years","Percentage of total population","2013","Active population","75.1",""
"Males","Estonia","From 15 to 64 years","Percentage of total population","2013","Active population","78.6",""
"Females","Estonia","From 15 to 64 years","Percentage of total population","2013","Active population","71.8",""
"Total","Ireland","From 15 to 64 years","Percentage of total population","2013","Active population","69.8",""
"Males","Ireland","From 15 to 64 years","Percentage of total population","2013","Active population","77.0",""
"Females","Ireland","From 15 to 64 years","Percentage of total population","2013","Active population","62.7",""
"Total","Greece","From 15 to 64 years","Percentage of total population","2013","Active population","67.5",""
"Males","Greece","From 15 to 64 years","Percentage of total population","2013","Active population","76.9",""
"Females","Greece","From 15 to 64 years","Percentage of total population","2013","Active population","58.3",""
"Total","Spain","From 15 to 64 years","Percentage of total population","2013","Active population","74.3",""
"Males","Spain","From 15 to 64 years","Percentage of total population","2013","Active population","79.8",""
"Females","Spain","From 15 to 64 years","Percentage of total population","2013","Active population","68.7",""
"Total","France","From 15 to 64 years","Percentage of total population","2013","Active population",":",""
"Males","France","From 15 to 64 years","Percentage of total population","2013","Active population",":",""
"Females","France","From 15 to 64 years","Percentage of total population","2013","Active population",":",""
"Total","France (metropolitan)","From 15 to 64 years","Percentage of total population","2013","Active population","71.1",""
"Males","France (metropolitan)","From 15 to 64 years","Percentage of total population","2013","Active population","75.5",""
"Females","France (metropolitan)","From 15 to 64 years","Percentage of total population","2013","Active population","66.9",""
"Total","Croatia","From 15 to 64 years","Percentage of total population","2013","Active population","63.7",""
"Males","Croatia","From 15 to 64 years","Percentage of total population","2013","Active population","68.9",""
"Females","Croatia","From 15 to 64 years","Percentage of total population","2013","Active population","58.5",""
"Total","Italy","From 15 to 64 years","Percentage of total population","2013","Active population","63.4",""
"Males","Italy","From 15 to 64 years","Percentage of total population","2013","Active population","73.3",""
"Females","Italy","From 15 to 64 years","Percentage of total population","2013","Active population","53.6",""
"Total","Cyprus","From 15 to 64 years","Percentage of total population","2013","Active population","73.6",""
"Males","Cyprus","From 15 to 64 years","Percentage of total population","2013","Active population","80.6",""
"Females","Cyprus","From 15 to 64 years","Percentage of total population","2013","Active population","67.2",""
"Total","Latvia","From 15 to 64 years","Percentage of total population","2013","Active population","74.0",""
"Males","Latvia","From 15 to 64 years","Percentage of total population","2013","Active population","76.6",""
"Females","Latvia","From 15 to 64 years","Percentage of total population","2013","Active population","71.6",""
"Total","Lithuania","From 15 to 64 years","Percentage of total population","2013","Active population","72.4",""
"Males","Lithuania","From 15 to 64 years","Percentage of total population","2013","Active population","74.7",""
"Females","Lithuania","From 15 to 64 years","Percentage of total population","2013","Active population","70.3",""
"Total","Luxembourg","From 15 to 64 years","Percentage of total population","2013","Active population","69.9",""
"Males","Luxembourg","From 15 to 64 years","Percentage of total population","2013","Active population","76.3",""
"Females","Luxembourg","From 15 to 64 years","Percentage of total population","2013","Active population","63.2",""
"Total","Hungary","From 15 to 64 years","Percentage of total population","2013","Active population","64.7",""
"Males","Hungary","From 15 to 64 years","Percentage of total population","2013","Active population","71.0",""
"Females","Hungary","From 15 to 64 years","Percentage of total population","2013","Active population","58.6",""
"Total","Malta","From 15 to 64 years","Percentage of total population","2013","Active population","65.0",""
"Males","Malta","From 15 to 64 years","Percentage of total population","2013","Active population","79.4",""
"Females","Malta","From 15 to 64 years","Percentage of total population","2013","Active population","50.2",""
"Total","Netherlands","From 15 to 64 years","Percentage of total population","2013","Active population","79.4",""
"Males","Netherlands","From 15 to 64 years","Percentage of total population","2013","Active population","84.3",""
"Females","Netherlands","From 15 to 64 years","Percentage of total population","2013","Active population","74.4",""
"Total","Austria","From 15 to 64 years","Percentage of total population","2013","Active population","75.5",""
"Males","Austria","From 15 to 64 years","Percentage of total population","2013","Active population","80.4",""
"Females","Austria","From 15 to 64 years","Percentage of total population","2013","Active population","70.7",""
"Total","Poland","From 15 to 64 years","Percentage of total population","2013","Active population","67.0",""
"Males","Poland","From 15 to 64 years","Percentage of total population","2013","Active population","73.9",""
"Females","Poland","From 15 to 64 years","Percentage of total population","2013","Active population","60.1",""
"Total","Portugal","From 15 to 64 years","Percentage of total population","2013","Active population","73.0",""
"Males","Portugal","From 15 to 64 years","Percentage of total population","2013","Active population","76.5",""
"Females","Portugal","From 15 to 64 years","Percentage of total population","2013","Active population","69.8",""
"Total","Romania","From 15 to 64 years","Percentage of total population","2013","Active population","64.9",""
"Males","Romania","From 15 to 64 years","Percentage of total population","2013","Active population","73.4",""
"Females","Romania","From 15 to 64 years","Percentage of total population","2013","Active population","56.3",""
"Total","Slovenia","From 15 to 64 years","Percentage of total population","2013","Active population","70.5",""
"Males","Slovenia","From 15 to 64 years","Percentage of total population","2013","Active population","74.2",""
"Females","Slovenia","From 15 to 64 years","Percentage of total population","2013","Active population","66.6",""
"Total","Slovakia","From 15 to 64 years","Percentage of total population","2013","Active population","69.9",""
"Males","Slovakia","From 15 to 64 years","Percentage of total population","2013","Active population","77.2",""
"Females","Slovakia","From 15 to 64 years","Percentage of total population","2013","Active population","62.5",""
"Total","Finland","From 15 to 64 years","Percentage of total population","2013","Active population","75.2",""
"Males","Finland","From 15 to 64 years","Percentage of total population","2013","Active population","76.8",""
"Females","Finland","From 15 to 64 years","Percentage of total population","2013","Active population","73.4",""
"Total","Sweden","From 15 to 64 years","Percentage of total population","2013","Active population","81.1",""
"Males","Sweden","From 15 to 64 years","Percentage of total population","2013","Active population","83.3",""
"Females","Sweden","From 15 to 64 years","Percentage of total population","2013","Active population","78.8",""
"Total","United Kingdom","From 15 to 64 years","Percentage of total population","2013","Active population","76.4",""
"Males","United Kingdom","From 15 to 64 years","Percentage of total population","2013","Active population","82.1",""
"Females","United Kingdom","From 15 to 64 years","Percentage of total population","2013","Active population","70.9",""
"Total","Iceland","From 15 to 64 years","Percentage of total population","2013","Active population","85.8",""
"Males","Iceland","From 15 to 64 years","Percentage of total population","2013","Active population","88.2",""
"Females","Iceland","From 15 to 64 years","Percentage of total population","2013","Active population","83.3",""
"Total","Norway","From 15 to 64 years","Percentage of total population","2013","Active population","78.2",""
"Males","Norway","From 15 to 64 years","Percentage of total population","2013","Active population","80.2",""
"Females","Norway","From 15 to 64 years","Percentage of total population","2013","Active population","76.0",""
"Total","Switzerland","From 15 to 64 years","Percentage of total population","2013","Active population","83.3",""
"Males","Switzerland","From 15 to 64 years","Percentage of total population","2013","Active population","88.6",""
"Females","Switzerland","From 15 to 64 years","Percentage of total population","2013","Active population","78.0",""
"Total","Former Yugoslav Republic of Macedonia, the","From 15 to 64 years","Percentage of total population","2013","Active population","64.9",""
"Males","Former Yugoslav Republic of Macedonia, the","From 15 to 64 years","Percentage of total population","2013","Active population","76.8",""
"Females","Former Yugoslav Republic of Macedonia, the","From 15 to 64 years","Percentage of total population","2013","Active population","52.7",""
"Total","Turkey","From 15 to 64 years","Percentage of total population","2013","Active population","54.4",""
"Males","Turkey","From 15 to 64 years","Percentage of total population","2013","Active population","75.6",""
"Females","Turkey","From 15 to 64 years","Percentage of total population","2013","Active population","33.2",""
"Total","United States","From 15 to 64 years","Percentage of total population","2013","Active population",":",""
"Males","United States","From 15 to 64 years","Percentage of total population","2013","Active population",":",""
"Females","United States","From 15 to 64 years","Percentage of total population","2013","Active population",":",""
"Total","Japan","From 15 to 64 years","Percentage of total population","2013","Active population",":",""
"Males","Japan","From 15 to 64 years","Percentage of total population","2013","Active population",":",""
"Females","Japan","From 15 to 64 years","Percentage of total population","2013","Active population",":",""
"Total","Euro area (13 countries)","From 15 to 64 years","Percentage of total population","2013","Active population",":",""
"Males","Euro area (13 countries)","From 15 to 64 years","Percentage of total population","2013","Active population",":",""
"Females","Euro area (13 countries)","From 15 to 64 years","Percentage of total population","2013","Active population",":",""
