"SEX","GEO","AGE","UNIT","TIME","INDIC_EM","Value","Flag and Footnotes"
"Total","European Union (28 countries)","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","64.5",""
"Males","European Union (28 countries)","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","70.6",""
"Females","European Union (28 countries)","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","58.4",""
"Total","European Union (27 countries)","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","64.5",""
"Males","European Union (27 countries)","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","70.6",""
"Females","European Union (27 countries)","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","58.4",""
"Total","European Union (15 countries)","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","65.7",""
"Males","European Union (15 countries)","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","71.8",""
"Females","European Union (15 countries)","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","59.7",""
"Total","Euro area (19 countries)","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","64.4",""
"Males","Euro area (19 countries)","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","70.8",""
"Females","Euro area (19 countries)","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","58.1",""
"Total","Euro area (18 countries)","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","64.5",""
"Males","Euro area (18 countries)","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","70.9",""
"Females","Euro area (18 countries)","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","58.1",""
"Total","Euro area (17 countries)","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","64.5",""
"Males","Euro area (17 countries)","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","71.0",""
"Females","Euro area (17 countries)","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","58.0",""
"Total","Belgium","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","61.6",""
"Males","Belgium","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","67.2",""
"Females","Belgium","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","56.0",""
"Total","Bulgaria","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","62.6",""
"Males","Bulgaria","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","66.9",""
"Females","Bulgaria","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","58.3",""
"Total","Czech Republic","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","65.4",""
"Males","Czech Republic","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","73.8",""
"Females","Czech Republic","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","56.7",""
"Total","Denmark","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","75.3",""
"Males","Denmark","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","78.0",""
"Females","Denmark","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","72.7",""
"Total","Germany (until 1990 former territory of the FRG)","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","70.3",""
"Males","Germany (until 1990 former territory of the FRG)","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","75.4",""
"Females","Germany (until 1990 former territory of the FRG)","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","65.2",""
"Total","Estonia","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","63.8",""
"Males","Estonia","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","64.3",""
"Females","Estonia","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","63.2",""
"Total","Ireland","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","61.9","b"
"Males","Ireland","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","66.5","b"
"Females","Ireland","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","57.4","b"
"Total","Greece","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","60.8","b"
"Males","Greece","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","73.0","b"
"Females","Greece","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","48.9","b"
"Total","Spain","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","60.0",""
"Males","Spain","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","66.5",""
"Females","Spain","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","53.3",""
"Total","France","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)",":",""
"Males","France","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)",":",""
"Females","France","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)",":",""
"Total","France (metropolitan)","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","64.1",""
"Males","France (metropolitan)","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","68.4",""
"Females","France (metropolitan)","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","59.9",""
"Total","Croatia","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","59.4",""
"Males","Croatia","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","65.2",""
"Females","Croatia","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","53.7",""
"Total","Italy","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","57.4",""
"Males","Italy","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","68.5",""
"Females","Italy","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","46.4",""
"Total","Cyprus","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","69.0","b"
"Males","Cyprus","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","76.3","b"
