"SEX","GEO","AGE","UNIT","TIME","INDIC_EM","Value","Flag and Footnotes"
"Total","European Union (28 countries)","From 15 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","64.2",""
"Males","European Union (28 countries)","From 15 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","70.0",""
"Females","European Union (28 countries)","From 15 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","58.4",""
"Total","European Union (27 countries)","From 15 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","64.2",""
"Males","European Union (27 countries)","From 15 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","70.0",""
"Females","European Union (27 countries)","From 15 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","58.5",""
"Total","European Union (15 countries)","From 15 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","65.4",""
"Males","European Union (15 countries)","From 15 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","71.1",""
"Females","European Union (15 countries)","From 15 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","59.7",""
"Total","Euro area (19 countries)","From 15 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","64.1",""
"Males","Euro area (19 countries)","From 15 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","70.0",""
"Females","Euro area (19 countries)","From 15 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","58.2",""
"Total","Euro area (18 countries)","From 15 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","64.2",""
"Males","Euro area (18 countries)","From 15 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","70.1",""
"Females","Euro area (18 countries)","From 15 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","58.2",""
"Total","Euro area (17 countries)","From 15 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","64.2",""
"Males","Euro area (17 countries)","From 15 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","70.2",""
"Females","Euro area (17 countries)","From 15 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","58.2",""
