"SEX","GEO","AGE","UNIT","TIME","INDIC_EM","Value","Flag and Footnotes"
"Total","European Union (28 countries)","From 15 to 64 years","Percentage of total population","2009","Active population","70.8",""
"Males","European Union (28 countries)","From 15 to 64 years","Percentage of total population","2009","Active population","77.6",""
"Females","European Union (28 countries)","From 15 to 64 years","Percentage of total population","2009","Active population","64.1",""
"Total","European Union (27 countries)","From 15 to 64 years","Percentage of total population","2009","Active population","70.9",""
"Males","European Union (27 countries)","From 15 to 64 years","Percentage of total population","2009","Active population","77.7",""
"Females","European Union (27 countries)","From 15 to 64 years","Percentage of total population","2009","Active population","64.1",""
"Total","European Union (15 countries)","From 15 to 64 years","Percentage of total population","2009","Active population","72.3",""
"Males","European Union (15 countries)","From 15 to 64 years","Percentage of total population","2009","Active population","79.1",""
"Females","European Union (15 countries)","From 15 to 64 years","Percentage of total population","2009","Active population","65.6",""
"Total","Euro area (19 countries)","From 15 to 64 years","Percentage of total population","2009","Active population","71.3",""
"Males","Euro area (19 countries)","From 15 to 64 years","Percentage of total population","2009","Active population","78.3",""
"Females","Euro area (19 countries)","From 15 to 64 years","Percentage of total population","2009","Active population","64.3",""
"Total","Euro area (18 countries)","From 15 to 64 years","Percentage of total population","2009","Active population","71.3",""
"Males","Euro area (18 countries)","From 15 to 64 years","Percentage of total population","2009","Active population","78.3",""
"Females","Euro area (18 countries)","From 15 to 64 years","Percentage of total population","2009","Active population","64.3",""
"Total","Euro area (17 countries)","From 15 to 64 years","Percentage of total population","2009","Active population","71.3",""
"Males","Euro area (17 countries)","From 15 to 64 years","Percentage of total population","2009","Active population","78.3",""
"Females","Euro area (17 countries)","From 15 to 64 years","Percentage of total population","2009","Active population","64.3",""
"Total","Belgium","From 15 to 64 years","Percentage of total population","2009","Active population","66.9",""
"Males","Belgium","From 15 to 64 years","Percentage of total population","2009","Active population","72.8",""
"Females","Belgium","From 15 to 64 years","Percentage of total population","2009","Active population","60.9",""
"Total","Bulgaria","From 15 to 64 years","Percentage of total population","2009","Active population","67.2",""
"Males","Bulgaria","From 15 to 64 years","Percentage of total population","2009","Active population","72.0",""
"Females","Bulgaria","From 15 to 64 years","Percentage of total population","2009","Active population","62.5",""
"Total","Czech Republic","From 15 to 64 years","Percentage of total population","2009","Active population","70.1",""
"Males","Czech Republic","From 15 to 64 years","Percentage of total population","2009","Active population","78.5",""
"Females","Czech Republic","From 15 to 64 years","Percentage of total population","2009","Active population","61.5",""
"Total","Denmark","From 15 to 64 years","Percentage of total population","2009","Active population","80.2",""
"Males","Denmark","From 15 to 64 years","Percentage of total population","2009","Active population","83.6",""
"Females","Denmark","From 15 to 64 years","Percentage of total population","2009","Active population","76.8",""
"Total","Germany (until 1990 former territory of the FRG)","From 15 to 64 years","Percentage of total population","2009","Active population","76.3",""
"Males","Germany (until 1990 former territory of the FRG)","From 15 to 64 years","Percentage of total population","2009","Active population","82.2",""
"Females","Germany (until 1990 former territory of the FRG)","From 15 to 64 years","Percentage of total population","2009","Active population","70.4",""
"Total","Estonia","From 15 to 64 years","Percentage of total population","2009","Active population","74.0",""
"Males","Estonia","From 15 to 64 years","Percentage of total population","2009","Active population","77.7",""
"Females","Estonia","From 15 to 64 years","Percentage of total population","2009","Active population","70.6",""
"Total","Ireland","From 15 to 64 years","Percentage of total population","2009","Active population","70.6","b"
"Males","Ireland","From 15 to 64 years","Percentage of total population","2009","Active population","78.5","b"
"Females","Ireland","From 15 to 64 years","Percentage of total population","2009","Active population","62.6","b"
"Total","Greece","From 15 to 64 years","Percentage of total population","2009","Active population","67.4","b"
"Males","Greece","From 15 to 64 years","Percentage of total population","2009","Active population","78.5","b"
"Females","Greece","From 15 to 64 years","Percentage of total population","2009","Active population","56.5","b"
"Total","Spain","From 15 to 64 years","Percentage of total population","2009","Active population","73.1",""
"Males","Spain","From 15 to 64 years","Percentage of total population","2009","Active population","80.8",""
"Females","Spain","From 15 to 64 years","Percentage of total population","2009","Active population","65.1",""
"Total","France","From 15 to 64 years","Percentage of total population","2009","Active population",":",""
"Males","France","From 15 to 64 years","Percentage of total population","2009","Active population",":",""
"Females","France","From 15 to 64 years","Percentage of total population","2009","Active population",":",""
"Total","France (metropolitan)","From 15 to 64 years","Percentage of total population","2009","Active population","70.3",""
"Males","France (metropolitan)","From 15 to 64 years","Percentage of total population","2009","Active population","75.0",""
"Females","France (metropolitan)","From 15 to 64 years","Percentage of total population","2009","Active population","65.7",""
"Total","Croatia","From 15 to 64 years","Percentage of total population","2009","Active population","65.6",""
"Males","Croatia","From 15 to 64 years","Percentage of total population","2009","Active population","71.0",""
