"SEX","GEO","AGE","UNIT","TIME","INDIC_EM","Value","Flag and Footnotes"
"Total","European Union (28 countries)","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","68.4",""
"Males","European Union (28 countries)","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","74.6",""
"Females","European Union (28 countries)","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","62.4",""
"Total","European Union (27 countries)","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","68.5",""
"Males","European Union (27 countries)","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","74.7",""
"Females","European Union (27 countries)","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","62.5",""
"Total","European Union (15 countries)","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","69.3",""
"Males","European Union (15 countries)","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","75.3",""
"Females","European Union (15 countries)","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","63.5",""
"Total","Euro area (19 countries)","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","68.0",""
"Males","Euro area (19 countries)","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","74.1",""
"Females","Euro area (19 countries)","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","62.0",""
"Total","Euro area (18 countries)","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","68.0",""
"Males","Euro area (18 countries)","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","74.1",""
"Females","Euro area (18 countries)","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","61.9",""
"Total","Euro area (17 countries)","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","68.0",""
"Males","Euro area (17 countries)","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","74.1",""
"Females","Euro area (17 countries)","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","61.9",""
"Total","Belgium","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","67.2",""
"Males","Belgium","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","72.7",""
"Females","Belgium","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","61.7",""
"Total","Bulgaria","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","63.0",""
"Males","Bulgaria","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","65.8",""
"Females","Bulgaria","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","60.2",""
"Total","Czech Republic","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","71.5",""
"Males","Czech Republic","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","80.2",""
"Females","Czech Republic","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","62.5",""
"Total","Denmark","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","75.4",""
"Males","Denmark","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","78.6",""
"Females","Denmark","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","72.2",""
"Total","Germany (until 1990 former territory of the FRG)","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","76.9",""
"Males","Germany (until 1990 former territory of the FRG)","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","82.1",""
"Females","Germany (until 1990 former territory of the FRG)","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","71.6",""
"Total","Estonia","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","72.2",""
"Males","Estonia","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","75.1",""
"Females","Estonia","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","69.4",""
"Total","Ireland","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","63.7",""
"Males","Ireland","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","68.1",""
"Females","Ireland","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","59.4",""
"Total","Greece","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","55.0",""
"Males","Greece","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","65.0",""
"Females","Greece","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","45.2",""
"Total","Spain","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","59.6",""
"Males","Spain","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","64.6",""
"Females","Spain","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","54.6",""
"Total","France","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)",":",""
"Males","France","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)",":",""
"Females","France","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)",":",""
"Total","France (metropolitan)","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","69.4",""
"Males","France (metropolitan)","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","73.9",""
"Females","France (metropolitan)","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","65.1",""
"Total","Croatia","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","58.1",""
"Males","Croatia","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","63.7",""
"Females","Croatia","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","52.6",""
"Total","Italy","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","60.9",""
"Males","Italy","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","71.5",""
"Females","Italy","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","50.5",""
"Total","Cyprus","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","70.2",""
"Males","Cyprus","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","76.1",""
"Females","Cyprus","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","64.8",""
"Total","Latvia","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","68.1",""
"Males","Latvia","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","70.0",""
"Females","Latvia","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","66.4",""
"Total","Lithuania","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","68.5",""
"Males","Lithuania","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","69.1",""
"Females","Lithuania","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","67.9",""
"Total","Luxembourg","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","71.4",""
"Males","Luxembourg","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","78.5",""
"Females","Luxembourg","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","64.1",""
"Total","Hungary","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","61.6",""
"Males","Hungary","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","67.3",""
"Females","Hungary","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","56.2",""
"Total","Malta","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","63.1",""
"Males","Malta","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","79.2",""
"Females","Malta","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","46.6",""
"Total","Netherlands","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","76.6",""
"Males","Netherlands","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","82.3",""
"Females","Netherlands","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","71.0",""
"Total","Austria","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","74.4",""
"Males","Austria","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","79.3",""
"Females","Austria","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","69.6",""
"Total","Poland","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","64.7",""
"Males","Poland","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","72.0",""
