"SEX","GEO","AGE","UNIT","TIME","INDIC_EM","Value","Flag and Footnotes"
"Total","European Union (28 countries)","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","64.3",""
"Males","European Union (28 countries)","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","71.5",""
"Females","European Union (28 countries)","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","57.2",""
"Total","European Union (27 countries)","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","64.4",""
"Males","European Union (27 countries)","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","71.6",""
"Females","European Union (27 countries)","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","57.2",""
"Total","European Union (15 countries)","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","66.1",""
"Males","European Union (15 countries)","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","73.5",""
"Females","European Union (15 countries)","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","58.6",""
"Total","Euro area (19 countries)","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","64.5",""
"Males","Euro area (19 countries)","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","72.4",""
"Females","Euro area (19 countries)","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","56.7",""
"Total","Euro area (18 countries)","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","64.6",""
"Males","Euro area (18 countries)","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","72.5",""
"Females","Euro area (18 countries)","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","56.7",""
"Total","Euro area (17 countries)","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","64.5",""
"Males","Euro area (17 countries)","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","72.5",""
"Females","Euro area (17 countries)","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","56.6",""
"Total","Belgium","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","61.0",""
"Males","Belgium","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","67.9",""
"Females","Belgium","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","54.0",""
"Total","Bulgaria","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","58.6",""
"Males","Bulgaria","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","62.8",""
"Females","Bulgaria","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","54.6",""
"Total","Czech Republic","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","65.3",""
"Males","Czech Republic","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","73.7",""
"Females","Czech Republic","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","56.8",""
"Total","Denmark","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","77.4",""
"Males","Denmark","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","81.2",""
"Females","Denmark","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","73.4",""
"Total","Germany (until 1990 former territory of the FRG)","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","67.2",""
"Males","Germany (until 1990 former territory of the FRG)","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","72.8",""
"Females","Germany (until 1990 former territory of the FRG)","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","61.5",""
"Total","Estonia","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","68.4",""
"Males","Estonia","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","71.4",""
"Females","Estonia","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","65.6",""
"Total","Ireland","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","68.7",""
"Males","Ireland","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","77.9",""
"Females","Ireland","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","59.3",""
"Total","Greece","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","60.6",""
"Males","Greece","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","73.9",""
"Females","Greece","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","47.3",""
"Total","Spain","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","65.0",""
"Males","Spain","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","76.1",""
"Females","Spain","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","53.8",""
"Total","France","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)",":",""
"Males","France","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)",":",""
"Females","France","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)",":",""
"Total","France (metropolitan)","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","63.7",""
"Males","France (metropolitan)","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","69.0",""
"Females","France (metropolitan)","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","58.6",""
"Total","Croatia","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","55.6","e"
"Males","Croatia","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","62.2","e"
"Females","Croatia","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","49.3","e"
"Total","Italy","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","58.3",""
"Males","Italy","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","70.4",""
"Females","Italy","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","46.3",""
"Total","Cyprus","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","69.6",""
"Males","Cyprus","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","79.4",""
"Females","Cyprus","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","60.3",""
"Total","Latvia","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","65.9",""
"Males","Latvia","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","70.4",""
"Females","Latvia","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","61.8",""
"Total","Lithuania","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","63.6",""
"Males","Lithuania","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","66.4",""
"Females","Lithuania","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","61.0",""
"Total","Luxembourg","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","63.6",""
"Males","Luxembourg","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","72.6",""
"Females","Luxembourg","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","54.6",""
"Total","Hungary","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","57.4",""
"Males","Hungary","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","63.9",""
"Females","Hungary","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","51.1",""
"Total","Malta","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","53.9",""
"Males","Malta","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","73.6",""
"Females","Malta","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","33.7",""
"Total","Netherlands","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","74.3",""
"Males","Netherlands","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","80.9",""
"Females","Netherlands","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","67.7",""
"Total","Austria","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","68.6",""
"Males","Austria","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","74.9",""
"Females","Austria","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","62.2",""
"Total","Poland","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","54.5",""
"Males","Poland","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","60.9",""
"Females","Poland","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","48.2",""
"Total","Portugal","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","67.6",""
"Males","Portugal","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","73.7",""
"Females","Portugal","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","61.8",""
"Total","Romania","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","58.8",""
"Males","Romania","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","64.6",""
"Females","Romania","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","53.0",""
"Total","Slovenia","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","66.6",""
"Males","Slovenia","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","71.1",""
"Females","Slovenia","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","61.8",""
"Total","Slovakia","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","59.4",""
"Males","Slovakia","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","67.0",""
"Females","Slovakia","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","51.9",""
"Total","Finland","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","69.3",""
"Males","Finland","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","71.4",""
"Females","Finland","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","67.3",""
"Total","Sweden","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","73.1",""
"Males","Sweden","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","75.5",""
"Females","Sweden","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","70.7",""
"Total","United Kingdom","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","71.6",""
"Males","United Kingdom","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","77.6",""
"Females","United Kingdom","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","65.8",""
"Total","Iceland","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","84.6",""
"Males","Iceland","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","88.1",""
"Females","Iceland","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","80.8",""
"Total","Norway","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","75.4","b"
"Males","Norway","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","78.4","b"
