"SEX","GEO","AGE","UNIT","TIME","INDIC_EM","Value","Flag and Footnotes"
"Total","European Union (28 countries)","From 20 to 64 years","Percentage of total population","2011","Active population","75.6",""
"Males","European Union (28 countries)","From 20 to 64 years","Percentage of total population","2011","Active population","82.6",""
"Females","European Union (28 countries)","From 20 to 64 years","Percentage of total population","2011","Active population","68.7",""
"Total","European Union (27 countries)","From 20 to 64 years","Percentage of total population","2011","Active population","75.6",""
"Males","European Union (27 countries)","From 20 to 64 years","Percentage of total population","2011","Active population","82.6",""
"Females","European Union (27 countries)","From 20 to 64 years","Percentage of total population","2011","Active population","68.7",""
"Total","European Union (15 countries)","From 20 to 64 years","Percentage of total population","2011","Active population","76.7",""
"Males","European Union (15 countries)","From 20 to 64 years","Percentage of total population","2011","Active population","83.6",""
"Females","European Union (15 countries)","From 20 to 64 years","Percentage of total population","2011","Active population","69.9",""
"Total","Euro area (19 countries)","From 20 to 64 years","Percentage of total population","2011","Active population","75.9",""
"Males","Euro area (19 countries)","From 20 to 64 years","Percentage of total population","2011","Active population","83.0",""
"Females","Euro area (19 countries)","From 20 to 64 years","Percentage of total population","2011","Active population","69.0",""
"Total","Euro area (18 countries)","From 20 to 64 years","Percentage of total population","2011","Active population","75.9",""
"Males","Euro area (18 countries)","From 20 to 64 years","Percentage of total population","2011","Active population","83.0",""
"Females","Euro area (18 countries)","From 20 to 64 years","Percentage of total population","2011","Active population","68.9",""
"Total","Euro area (17 countries)","From 20 to 64 years","Percentage of total population","2011","Active population","75.9",""
"Males","Euro area (17 countries)","From 20 to 64 years","Percentage of total population","2011","Active population","83.0",""
"Females","Euro area (17 countries)","From 20 to 64 years","Percentage of total population","2011","Active population","68.9",""
"Total","Belgium","From 20 to 64 years","Percentage of total population","2011","Active population","72.3",""
"Males","Belgium","From 20 to 64 years","Percentage of total population","2011","Active population","78.4",""
"Females","Belgium","From 20 to 64 years","Percentage of total population","2011","Active population","66.1",""
"Total","Bulgaria","From 20 to 64 years","Percentage of total population","2011","Active population","70.7","b"
"Males","Bulgaria","From 20 to 64 years","Percentage of total population","2011","Active population","75.1","b"
"Females","Bulgaria","From 20 to 64 years","Percentage of total population","2011","Active population","66.4","b"
"Total","Czech Republic","From 20 to 64 years","Percentage of total population","2011","Active population","75.8","b"
"Males","Czech Republic","From 20 to 64 years","Percentage of total population","2011","Active population","84.6","b"
"Females","Czech Republic","From 20 to 64 years","Percentage of total population","2011","Active population","66.9","b"
"Total","Denmark","From 20 to 64 years","Percentage of total population","2011","Active population","81.4",""
"Males","Denmark","From 20 to 64 years","Percentage of total population","2011","Active population","85.0",""
"Females","Denmark","From 20 to 64 years","Percentage of total population","2011","Active population","77.8",""
"Total","Germany (until 1990 former territory of the FRG)","From 20 to 64 years","Percentage of total population","2011","Active population","81.2","b"
"Males","Germany (until 1990 former territory of the FRG)","From 20 to 64 years","Percentage of total population","2011","Active population","86.9","b"
"Females","Germany (until 1990 former territory of the FRG)","From 20 to 64 years","Percentage of total population","2011","Active population","75.4","b"
"Total","Estonia","From 20 to 64 years","Percentage of total population","2011","Active population","80.4",""
