"SEX","GEO","AGE","UNIT","TIME","INDIC_EM","Value","Flag and Footnotes"
"Total","European Union (28 countries)","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","65.6",""
"Males","European Union (28 countries)","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","70.9",""
"Females","European Union (28 countries)","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","60.4",""
"Total","European Union (27 countries)","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","65.7",""
"Males","European Union (27 countries)","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","71.0",""
"Females","European Union (27 countries)","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","60.5",""
"Total","European Union (15 countries)","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","66.2",""
"Males","European Union (15 countries)","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","71.2",""
"Females","European Union (15 countries)","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","61.3",""
"Total","Euro area (19 countries)","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","64.5",""
"Males","Euro area (19 countries)","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","69.7",""
"Females","Euro area (19 countries)","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","59.5",""
"Total","Euro area (18 countries)","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","64.5",""
"Males","Euro area (18 countries)","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","69.7",""
"Females","Euro area (18 countries)","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","59.4",""
"Total","Euro area (17 countries)","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","64.5",""
"Males","Euro area (17 countries)","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","69.7",""
"Females","Euro area (17 countries)","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","59.4",""
