"SEX","GEO","AGE","UNIT","TIME","INDIC_EM","Value","Flag and Footnotes"
"Total","European Union (28 countries)","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","68.9",""
"Males","European Union (28 countries)","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","76.8",""
"Females","European Union (28 countries)","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","61.1",""
"Total","European Union (27 countries)","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","69.0",""
"Males","European Union (27 countries)","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","76.9",""
"Females","European Union (27 countries)","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","61.2",""
"Total","European Union (15 countries)","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","70.2",""
"Males","European Union (15 countries)","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","78.4",""
"Females","European Union (15 countries)","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","62.2",""
"Total","Euro area (19 countries)","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","69.0",""
"Males","Euro area (19 countries)","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","77.4",""
"Females","Euro area (19 countries)","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","60.5",""
"Total","Euro area (18 countries)","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","68.9",""
"Males","Euro area (18 countries)","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","77.4",""
"Females","Euro area (18 countries)","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","60.5",""
"Total","Euro area (17 countries)","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","68.9",""
"Males","Euro area (17 countries)","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","77.4",""
"Females","Euro area (17 countries)","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","60.4",""
"Total","Belgium","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","66.5",""
"Males","Belgium","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","74.0",""
"Females","Belgium","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","58.8",""
"Total","Bulgaria","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","65.1",""
"Males","Bulgaria","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","69.9",""
"Females","Bulgaria","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","60.4",""
"Total","Czech Republic","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","71.2",""
"Males","Czech Republic","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","80.4",""
"Females","Czech Republic","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","61.8",""
"Total","Denmark","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","79.4",""
"Males","Denmark","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","83.8",""
"Females","Denmark","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","74.8",""
"Total","Germany (until 1990 former territory of the FRG)","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","71.1",""
"Males","Germany (until 1990 former territory of the FRG)","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","77.2",""
"Females","Germany (until 1990 former territory of the FRG)","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","65.0",""
"Total","Estonia","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","75.9",""
"Males","Estonia","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","79.5",""
"Females","Estonia","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","72.5",""
"Total","Ireland","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","73.4",""
"Males","Ireland","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","83.4",""
"Females","Ireland","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","63.3",""
"Total","Greece","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","65.6",""
"Males","Greece","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","79.9",""
"Females","Greece","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","51.3",""
"Total","Spain","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","69.0",""
"Males","Spain","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","80.7",""
"Females","Spain","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","57.1",""
"Total","France","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)",":",""
"Males","France","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)",":",""
"Females","France","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)",":",""
"Total","France (metropolitan)","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","69.4",""
"Males","France (metropolitan)","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","75.1",""
"Females","France (metropolitan)","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","63.9",""
"Total","Croatia","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","60.6","e"
"Males","Croatia","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","67.7","e"
"Females","Croatia","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","53.6","e"
"Total","Italy","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","62.4",""
"Males","Italy","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","75.4",""
"Females","Italy","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","49.6",""
"Total","Cyprus","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","75.8",""
"Males","Cyprus","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","86.2",""
"Females","Cyprus","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","65.9",""
"Total","Latvia","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","73.2",""
"Males","Latvia","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","78.4",""
"Females","Latvia","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","68.4",""
"Total","Lithuania","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","71.3",""
"Males","Lithuania","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","74.9",""
"Females","Lithuania","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","68.0",""
"Total","Luxembourg","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","69.1",""
"Males","Luxembourg","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","78.9",""
"Females","Luxembourg","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","59.4",""
"Total","Hungary","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","62.6",""
"Males","Hungary","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","70.1",""
"Females","Hungary","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","55.6",""
"Total","Malta","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","57.9",""
"Males","Malta","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","79.6",""
"Females","Malta","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","35.7",""
"Total","Netherlands","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","76.3",""
"Males","Netherlands","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","83.5",""
"Females","Netherlands","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","69.0",""
"Total","Austria","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","71.6",""
"Males","Austria","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","78.1",""
"Females","Austria","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","65.2",""
"Total","Poland","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","60.1",""
"Males","Poland","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","67.3",""
"Females","Poland","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","53.1",""
"Total","Portugal","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","72.6",""
"Males","Portugal","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","79.2",""
"Females","Portugal","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","66.3",""
"Total","Romania","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","64.8",""
"Males","Romania","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","71.2",""
