"SEX","GEO","AGE","UNIT","TIME","INDIC_EM","Value","Flag and Footnotes"
"Total","European Union (28 countries)","From 15 to 64 years","Percentage of total population","2015","Active population","72.5",""
"Males","European Union (28 countries)","From 15 to 64 years","Percentage of total population","2015","Active population","78.3",""
"Females","European Union (28 countries)","From 15 to 64 years","Percentage of total population","2015","Active population","66.8",""
"Total","European Union (27 countries)","From 15 to 64 years","Percentage of total population","2015","Active population","72.6",""
"Males","European Union (27 countries)","From 15 to 64 years","Percentage of total population","2015","Active population","78.4",""
"Females","European Union (27 countries)","From 15 to 64 years","Percentage of total population","2015","Active population","66.9",""
"Total","European Union (15 countries)","From 15 to 64 years","Percentage of total population","2015","Active population","73.5",""
"Males","European Union (15 countries)","From 15 to 64 years","Percentage of total population","2015","Active population","79.0",""
"Females","European Union (15 countries)","From 15 to 64 years","Percentage of total population","2015","Active population","68.0",""
"Total","Euro area (19 countries)","From 15 to 64 years","Percentage of total population","2015","Active population","72.5",""
"Males","Euro area (19 countries)","From 15 to 64 years","Percentage of total population","2015","Active population","78.1",""
"Females","Euro area (19 countries)","From 15 to 64 years","Percentage of total population","2015","Active population","66.9",""
"Total","Euro area (18 countries)","From 15 to 64 years","Percentage of total population","2015","Active population","72.5",""
"Males","Euro area (18 countries)","From 15 to 64 years","Percentage of total population","2015","Active population","78.1",""
"Females","Euro area (18 countries)","From 15 to 64 years","Percentage of total population","2015","Active population","66.8",""
"Total","Euro area (17 countries)","From 15 to 64 years","Percentage of total population","2015","Active population","72.4",""
"Males","Euro area (17 countries)","From 15 to 64 years","Percentage of total population","2015","Active population","78.1",""
"Females","Euro area (17 countries)","From 15 to 64 years","Percentage of total population","2015","Active population","66.8",""
"Total","Belgium","From 15 to 64 years","Percentage of total population","2015","Active population","67.6",""
"Males","Belgium","From 15 to 64 years","Percentage of total population","2015","Active population","72.2",""
"Females","Belgium","From 15 to 64 years","Percentage of total population","2015","Active population","63.0",""
"Total","Bulgaria","From 15 to 64 years","Percentage of total population","2015","Active population","69.3",""
"Males","Bulgaria","From 15 to 64 years","Percentage of total population","2015","Active population","73.2",""
"Females","Bulgaria","From 15 to 64 years","Percentage of total population","2015","Active population","65.4",""
"Total","Czech Republic","From 15 to 64 years","Percentage of total population","2015","Active population","74.0",""
"Males","Czech Republic","From 15 to 64 years","Percentage of total population","2015","Active population","81.4",""
"Females","Czech Republic","From 15 to 64 years","Percentage of total population","2015","Active population","66.5",""
"Total","Denmark","From 15 to 64 years","Percentage of total population","2015","Active population","78.5",""
"Males","Denmark","From 15 to 64 years","Percentage of total population","2015","Active population","81.6",""
"Females","Denmark","From 15 to 64 years","Percentage of total population","2015","Active population","75.3",""
"Total","Germany (until 1990 former territory of the FRG)","From 15 to 64 years","Percentage of total population","2015","Active population","77.6",""
"Males","Germany (until 1990 former territory of the FRG)","From 15 to 64 years","Percentage of total population","2015","Active population","82.1",""
"Females","Germany (until 1990 former territory of the FRG)","From 15 to 64 years","Percentage of total population","2015","Active population","73.1",""
"Total","Estonia","From 15 to 64 years","Percentage of total population","2015","Active population","76.7",""
"Males","Estonia","From 15 to 64 years","Percentage of total population","2015","Active population","80.4",""
"Females","Estonia","From 15 to 64 years","Percentage of total population","2015","Active population","73.0",""
"Total","Ireland","From 15 to 64 years","Percentage of total population","2015","Active population","70.0",""
"Males","Ireland","From 15 to 64 years","Percentage of total population","2015","Active population","77.4",""
"Females","Ireland","From 15 to 64 years","Percentage of total population","2015","Active population","62.8",""
"Total","Greece","From 15 to 64 years","Percentage of total population","2015","Active population","67.8",""
"Males","Greece","From 15 to 64 years","Percentage of total population","2015","Active population","75.9",""
"Females","Greece","From 15 to 64 years","Percentage of total population","2015","Active population","59.9",""
"Total","Spain","From 15 to 64 years","Percentage of total population","2015","Active population","74.3",""
"Males","Spain","From 15 to 64 years","Percentage of total population","2015","Active population","79.5",""
"Females","Spain","From 15 to 64 years","Percentage of total population","2015","Active population","69.0",""
"Total","France","From 15 to 64 years","Percentage of total population","2015","Active population","71.3",""
"Males","France","From 15 to 64 years","Percentage of total population","2015","Active population","75.3",""
"Females","France","From 15 to 64 years","Percentage of total population","2015","Active population","67.3",""
"Total","France (metropolitan)","From 15 to 64 years","Percentage of total population","2015","Active population","71.5",""
"Males","France (metropolitan)","From 15 to 64 years","Percentage of total population","2015","Active population","75.5",""
"Females","France (metropolitan)","From 15 to 64 years","Percentage of total population","2015","Active population","67.6",""
"Total","Croatia","From 15 to 64 years","Percentage of total population","2015","Active population","66.8",""
"Males","Croatia","From 15 to 64 years","Percentage of total population","2015","Active population","71.5",""
"Females","Croatia","From 15 to 64 years","Percentage of total population","2015","Active population","62.2",""
"Total","Italy","From 15 to 64 years","Percentage of total population","2015","Active population","64.0",""
"Males","Italy","From 15 to 64 years","Percentage of total population","2015","Active population","74.1",""
"Females","Italy","From 15 to 64 years","Percentage of total population","2015","Active population","54.1",""
"Total","Cyprus","From 15 to 64 years","Percentage of total population","2015","Active population","73.9",""
"Males","Cyprus","From 15 to 64 years","Percentage of total population","2015","Active population","78.8",""
"Females","Cyprus","From 15 to 64 years","Percentage of total population","2015","Active population","69.4",""
"Total","Latvia","From 15 to 64 years","Percentage of total population","2015","Active population","75.7",""
"Males","Latvia","From 15 to 64 years","Percentage of total population","2015","Active population","78.9",""
"Females","Latvia","From 15 to 64 years","Percentage of total population","2015","Active population","72.8",""
"Total","Lithuania","From 15 to 64 years","Percentage of total population","2015","Active population","74.1",""
"Males","Lithuania","From 15 to 64 years","Percentage of total population","2015","Active population","75.8",""
"Females","Lithuania","From 15 to 64 years","Percentage of total population","2015","Active population","72.5",""
"Total","Luxembourg","From 15 to 64 years","Percentage of total population","2015","Active population","70.9","b"
"Males","Luxembourg","From 15 to 64 years","Percentage of total population","2015","Active population","76.0","b"
"Females","Luxembourg","From 15 to 64 years","Percentage of total population","2015","Active population","65.6","b"
"Total","Hungary","From 15 to 64 years","Percentage of total population","2015","Active population","68.6",""
"Males","Hungary","From 15 to 64 years","Percentage of total population","2015","Active population","75.3",""
"Females","Hungary","From 15 to 64 years","Percentage of total population","2015","Active population","62.2",""
"Total","Malta","From 15 to 64 years","Percentage of total population","2015","Active population","67.6",""
"Males","Malta","From 15 to 64 years","Percentage of total population","2015","Active population","80.8",""
"Females","Malta","From 15 to 64 years","Percentage of total population","2015","Active population","53.8",""
"Total","Netherlands","From 15 to 64 years","Percentage of total population","2015","Active population","79.6",""
"Males","Netherlands","From 15 to 64 years","Percentage of total population","2015","Active population","84.6",""
"Females","Netherlands","From 15 to 64 years","Percentage of total population","2015","Active population","74.7",""
"Total","Austria","From 15 to 64 years","Percentage of total population","2015","Active population","75.5",""
"Males","Austria","From 15 to 64 years","Percentage of total population","2015","Active population","80.1",""
"Females","Austria","From 15 to 64 years","Percentage of total population","2015","Active population","70.9",""
"Total","Poland","From 15 to 64 years","Percentage of total population","2015","Active population","68.1",""
"Males","Poland","From 15 to 64 years","Percentage of total population","2015","Active population","74.8",""
"Females","Poland","From 15 to 64 years","Percentage of total population","2015","Active population","61.4",""
"Total","Portugal","From 15 to 64 years","Percentage of total population","2015","Active population","73.4",""
"Males","Portugal","From 15 to 64 years","Percentage of total population","2015","Active population","76.7",""
"Females","Portugal","From 15 to 64 years","Percentage of total population","2015","Active population","70.3",""
"Total","Romania","From 15 to 64 years","Percentage of total population","2015","Active population","66.1",""
"Males","Romania","From 15 to 64 years","Percentage of total population","2015","Active population","75.3",""
"Females","Romania","From 15 to 64 years","Percentage of total population","2015","Active population","56.7",""
"Total","Slovenia","From 15 to 64 years","Percentage of total population","2015","Active population","71.8",""
"Males","Slovenia","From 15 to 64 years","Percentage of total population","2015","Active population","75.4",""
"Females","Slovenia","From 15 to 64 years","Percentage of total population","2015","Active population","67.9",""
"Total","Slovakia","From 15 to 64 years","Percentage of total population","2015","Active population","70.9",""
"Males","Slovakia","From 15 to 64 years","Percentage of total population","2015","Active population","77.5",""
"Females","Slovakia","From 15 to 64 years","Percentage of total population","2015","Active population","64.3",""
"Total","Finland","From 15 to 64 years","Percentage of total population","2015","Active population","75.8",""
"Males","Finland","From 15 to 64 years","Percentage of total population","2015","Active population","77.2",""
"Females","Finland","From 15 to 64 years","Percentage of total population","2015","Active population","74.4",""
