"SEX","GEO","AGE","UNIT","TIME","INDIC_EM","Value","Flag and Footnotes"
"Total","European Union (28 countries)","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","69.8",""
"Males","European Union (28 countries)","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","77.6",""
"Females","European Union (28 countries)","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","62.1",""
"Total","European Union (27 countries)","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","69.9",""
"Males","European Union (27 countries)","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","77.7",""
"Females","European Union (27 countries)","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","62.1",""
"Total","European Union (15 countries)","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","71.0",""
"Males","European Union (15 countries)","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","79.0",""
"Females","European Union (15 countries)","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","63.1",""
"Total","Euro area (19 countries)","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","69.9",""
"Males","Euro area (19 countries)","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","78.2",""
"Females","Euro area (19 countries)","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","61.6",""
"Total","Euro area (18 countries)","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","69.9",""
"Males","Euro area (18 countries)","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","78.2",""
"Females","Euro area (18 countries)","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","61.6",""
"Total","Euro area (17 countries)","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","69.8",""
"Males","Euro area (17 countries)","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","78.2",""
"Females","Euro area (17 countries)","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","61.5",""
"Total","Belgium","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","67.7",""
"Males","Belgium","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","75.0",""
"Females","Belgium","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","60.3",""
"Total","Bulgaria","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","68.4",""
"Males","Bulgaria","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","73.4",""
"Females","Bulgaria","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","63.5",""
"Total","Czech Republic","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","72.0",""
"Males","Czech Republic","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","81.5",""
"Females","Czech Republic","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","62.4",""
"Total","Denmark","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","79.0",""
"Males","Denmark","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","83.2",""
"Females","Denmark","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","74.7",""
"Total","Germany (until 1990 former territory of the FRG)","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","72.9",""
"Males","Germany (until 1990 former territory of the FRG)","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","79.1",""
"Females","Germany (until 1990 former territory of the FRG)","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","66.7",""
"Total","Estonia","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","76.9",""
"Males","Estonia","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","81.4",""
"Females","Estonia","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","72.6",""
"Total","Ireland","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","73.8","b"
