"SEX","GEO","AGE","UNIT","TIME","INDIC_EM","Value","Flag and Footnotes"
"Total","European Union (28 countries)","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","68.4",""
"Males","European Union (28 countries)","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","74.3",""
"Females","European Union (28 countries)","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","62.6",""
"Total","European Union (27 countries)","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","68.5",""
"Males","European Union (27 countries)","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","74.4",""
"Females","European Union (27 countries)","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","62.7",""
"Total","European Union (15 countries)","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","69.2",""
"Males","European Union (15 countries)","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","74.8",""
"Females","European Union (15 countries)","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","63.6",""
"Total","Euro area (19 countries)","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","67.7",""
"Males","Euro area (19 countries)","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","73.4",""
"Females","Euro area (19 countries)","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","62.0",""
"Total","Euro area (18 countries)","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","67.7",""
"Males","Euro area (18 countries)","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","73.4",""
"Females","Euro area (18 countries)","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","61.9",""
"Total","Euro area (17 countries)","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","67.6",""
"Males","Euro area (17 countries)","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","73.5",""
"Females","Euro area (17 countries)","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","61.9",""
"Total","Belgium","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","67.2",""
"Males","Belgium","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","72.3",""
"Females","Belgium","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","62.1",""
"Total","Bulgaria","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","63.5",""
"Males","Bulgaria","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","66.4",""
"Females","Bulgaria","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","60.7",""
"Total","Czech Republic","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","72.5",""
"Males","Czech Republic","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","81.0",""
"Females","Czech Republic","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","63.8",""
"Total","Denmark","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","75.6",""
"Males","Denmark","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","78.7",""
"Females","Denmark","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","72.4",""
"Total","Germany (until 1990 former territory of the FRG)","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","77.3",""
"Males","Germany (until 1990 former territory of the FRG)","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","82.1",""
"Females","Germany (until 1990 former territory of the FRG)","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","72.5",""
"Total","Estonia","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","73.3",""
"Males","Estonia","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","76.7",""
"Females","Estonia","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","70.1",""
"Total","Ireland","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","65.5",""
"Males","Ireland","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","70.9",""
"Females","Ireland","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","60.3",""
"Total","Greece","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","52.9",""
"Males","Greece","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","62.7",""
"Females","Greece","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","43.3",""
"Total","Spain","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","58.6",""
"Males","Spain","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","63.4",""
"Females","Spain","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","53.8",""
"Total","France","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)",":",""
"Males","France","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)",":",""
"Females","France","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)",":",""
"Total","France (metropolitan)","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","69.5",""
"Males","France (metropolitan)","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","73.7",""
"Females","France (metropolitan)","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","65.5",""
"Total","Croatia","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","57.2",""
"Males","Croatia","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","61.6",""
"Females","Croatia","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","52.8",""
"Total","Italy","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","59.7",""
"Males","Italy","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","69.7",""
"Females","Italy","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","49.9",""
"Total","Cyprus","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","67.2",""
"Males","Cyprus","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","72.6",""
"Females","Cyprus","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","62.2",""
"Total","Latvia","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","69.7",""
"Males","Latvia","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","71.9",""
"Females","Latvia","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","67.7",""
"Total","Lithuania","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","69.9",""
"Males","Lithuania","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","71.2",""
"Females","Lithuania","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","68.6",""
"Total","Luxembourg","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","71.1",""
"Males","Luxembourg","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","78.0",""
"Females","Luxembourg","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","63.9",""
"Total","Hungary","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","63.0",""
"Males","Hungary","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","69.3",""
"Females","Hungary","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","56.9",""
"Total","Malta","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","64.8",""
"Males","Malta","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","79.4",""
"Females","Malta","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","49.8",""
"Total","Netherlands","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","75.9",""
"Males","Netherlands","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","81.1",""
"Females","Netherlands","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","70.6",""
"Total","Austria","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","74.6",""
"Males","Austria","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","79.1",""
"Females","Austria","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","70.0",""
"Total","Poland","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","64.9",""
"Males","Poland","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","72.1",""
"Females","Poland","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","57.6",""
"Total","Portugal","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","65.4",""
"Males","Portugal","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","68.7",""
"Females","Portugal","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","62.3",""
"Total","Romania","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","64.7",""
