"SEX","GEO","AGE","UNIT","TIME","INDIC_EM","Value","Flag and Footnotes"
"Total","European Union (28 countries)","From 15 to 64 years","Percentage of total population","2014","Active population","72.3",""
"Males","European Union (28 countries)","From 15 to 64 years","Percentage of total population","2014","Active population","78.1",""
"Females","European Union (28 countries)","From 15 to 64 years","Percentage of total population","2014","Active population","66.5",""
"Total","European Union (27 countries)","From 15 to 64 years","Percentage of total population","2014","Active population","72.4",""
"Males","European Union (27 countries)","From 15 to 64 years","Percentage of total population","2014","Active population","78.2",""
"Females","European Union (27 countries)","From 15 to 64 years","Percentage of total population","2014","Active population","66.6",""
"Total","European Union (15 countries)","From 15 to 64 years","Percentage of total population","2014","Active population","73.4",""
"Males","European Union (15 countries)","From 15 to 64 years","Percentage of total population","2014","Active population","78.9",""
"Females","European Union (15 countries)","From 15 to 64 years","Percentage of total population","2014","Active population","67.8",""
"Total","Euro area (19 countries)","From 15 to 64 years","Percentage of total population","2014","Active population","72.4",""
"Males","Euro area (19 countries)","From 15 to 64 years","Percentage of total population","2014","Active population","78.1",""
"Females","Euro area (19 countries)","From 15 to 64 years","Percentage of total population","2014","Active population","66.7",""
"Total","Euro area (18 countries)","From 15 to 64 years","Percentage of total population","2014","Active population","72.3",""
"Males","Euro area (18 countries)","From 15 to 64 years","Percentage of total population","2014","Active population","78.1",""
"Females","Euro area (18 countries)","From 15 to 64 years","Percentage of total population","2014","Active population","66.6",""
"Total","Euro area (17 countries)","From 15 to 64 years","Percentage of total population","2014","Active population","72.3",""
"Males","Euro area (17 countries)","From 15 to 64 years","Percentage of total population","2014","Active population","78.1",""
"Females","Euro area (17 countries)","From 15 to 64 years","Percentage of total population","2014","Active population","66.6",""
"Total","Belgium","From 15 to 64 years","Percentage of total population","2014","Active population","67.7",""
"Males","Belgium","From 15 to 64 years","Percentage of total population","2014","Active population","72.4",""
"Females","Belgium","From 15 to 64 years","Percentage of total population","2014","Active population","63.0",""
"Total","Bulgaria","From 15 to 64 years","Percentage of total population","2014","Active population","69.0",""
"Males","Bulgaria","From 15 to 64 years","Percentage of total population","2014","Active population","72.9",""
"Females","Bulgaria","From 15 to 64 years","Percentage of total population","2014","Active population","65.0",""
"Total","Czech Republic","From 15 to 64 years","Percentage of total population","2014","Active population","73.5",""
"Males","Czech Republic","From 15 to 64 years","Percentage of total population","2014","Active population","81.2",""
"Females","Czech Republic","From 15 to 64 years","Percentage of total population","2014","Active population","65.6",""
"Total","Denmark","From 15 to 64 years","Percentage of total population","2014","Active population","78.1",""
"Males","Denmark","From 15 to 64 years","Percentage of total population","2014","Active population","81.1",""
"Females","Denmark","From 15 to 64 years","Percentage of total population","2014","Active population","75.0",""
"Total","Germany (until 1990 former territory of the FRG)","From 15 to 64 years","Percentage of total population","2014","Active population","77.7",""
"Males","Germany (until 1990 former territory of the FRG)","From 15 to 64 years","Percentage of total population","2014","Active population","82.5",""
"Females","Germany (until 1990 former territory of the FRG)","From 15 to 64 years","Percentage of total population","2014","Active population","72.9",""
"Total","Estonia","From 15 to 64 years","Percentage of total population","2014","Active population","75.2",""
"Males","Estonia","From 15 to 64 years","Percentage of total population","2014","Active population","79.3",""
"Females","Estonia","From 15 to 64 years","Percentage of total population","2014","Active population","71.3",""
"Total","Ireland","From 15 to 64 years","Percentage of total population","2014","Active population","69.8",""
"Males","Ireland","From 15 to 64 years","Percentage of total population","2014","Active population","77.1",""
"Females","Ireland","From 15 to 64 years","Percentage of total population","2014","Active population","62.6",""
"Total","Greece","From 15 to 64 years","Percentage of total population","2014","Active population","67.4",""
"Males","Greece","From 15 to 64 years","Percentage of total population","2014","Active population","76.0",""
"Females","Greece","From 15 to 64 years","Percentage of total population","2014","Active population","59.0",""
"Total","Spain","From 15 to 64 years","Percentage of total population","2014","Active population","74.2",""
"Males","Spain","From 15 to 64 years","Percentage of total population","2014","Active population","79.5",""
"Females","Spain","From 15 to 64 years","Percentage of total population","2014","Active population","68.8",""
"Total","France","From 15 to 64 years","Percentage of total population","2014","Active population","71.1",""
"Males","France","From 15 to 64 years","Percentage of total population","2014","Active population","75.3",""
"Females","France","From 15 to 64 years","Percentage of total population","2014","Active population","67.2",""
"Total","France (metropolitan)","From 15 to 64 years","Percentage of total population","2014","Active population","71.4",""
"Males","France (metropolitan)","From 15 to 64 years","Percentage of total population","2014","Active population","75.4",""
"Females","France (metropolitan)","From 15 to 64 years","Percentage of total population","2014","Active population","67.4",""
"Total","Croatia","From 15 to 64 years","Percentage of total population","2014","Active population","66.1",""
"Males","Croatia","From 15 to 64 years","Percentage of total population","2014","Active population","70.9",""
"Females","Croatia","From 15 to 64 years","Percentage of total population","2014","Active population","61.3",""
"Total","Italy","From 15 to 64 years","Percentage of total population","2014","Active population","63.9",""
"Males","Italy","From 15 to 64 years","Percentage of total population","2014","Active population","73.6",""
"Females","Italy","From 15 to 64 years","Percentage of total population","2014","Active population","54.4",""
"Total","Cyprus","From 15 to 64 years","Percentage of total population","2014","Active population","74.3",""
"Males","Cyprus","From 15 to 64 years","Percentage of total population","2014","Active population","80.0",""
"Females","Cyprus","From 15 to 64 years","Percentage of total population","2014","Active population","69.1",""
"Total","Latvia","From 15 to 64 years","Percentage of total population","2014","Active population","74.6",""
"Males","Latvia","From 15 to 64 years","Percentage of total population","2014","Active population","77.8",""
"Females","Latvia","From 15 to 64 years","Percentage of total population","2014","Active population","71.6",""
"Total","Lithuania","From 15 to 64 years","Percentage of total population","2014","Active population","73.7",""
"Males","Lithuania","From 15 to 64 years","Percentage of total population","2014","Active population","76.0",""
"Females","Lithuania","From 15 to 64 years","Percentage of total population","2014","Active population","71.6",""
"Total","Luxembourg","From 15 to 64 years","Percentage of total population","2014","Active population","70.8",""
"Males","Luxembourg","From 15 to 64 years","Percentage of total population","2014","Active population","77.2",""
"Females","Luxembourg","From 15 to 64 years","Percentage of total population","2014","Active population","64.2",""
"Total","Hungary","From 15 to 64 years","Percentage of total population","2014","Active population","67.0",""
"Males","Hungary","From 15 to 64 years","Percentage of total population","2014","Active population","73.4",""
"Females","Hungary","From 15 to 64 years","Percentage of total population","2014","Active population","60.7",""
"Total","Malta","From 15 to 64 years","Percentage of total population","2014","Active population","66.3",""
"Males","Malta","From 15 to 64 years","Percentage of total population","2014","Active population","79.9",""
"Females","Malta","From 15 to 64 years","Percentage of total population","2014","Active population","52.2",""
"Total","Netherlands","From 15 to 64 years","Percentage of total population","2014","Active population","79.0",""
"Males","Netherlands","From 15 to 64 years","Percentage of total population","2014","Active population","84.2",""
"Females","Netherlands","From 15 to 64 years","Percentage of total population","2014","Active population","73.8",""
"Total","Austria","From 15 to 64 years","Percentage of total population","2014","Active population","75.4",""
"Males","Austria","From 15 to 64 years","Percentage of total population","2014","Active population","80.0",""
"Females","Austria","From 15 to 64 years","Percentage of total population","2014","Active population","70.8",""
"Total","Poland","From 15 to 64 years","Percentage of total population","2014","Active population","67.9",""
"Males","Poland","From 15 to 64 years","Percentage of total population","2014","Active population","74.6",""
"Females","Poland","From 15 to 64 years","Percentage of total population","2014","Active population","61.1",""
"Total","Portugal","From 15 to 64 years","Percentage of total population","2014","Active population","73.2",""
"Males","Portugal","From 15 to 64 years","Percentage of total population","2014","Active population","76.7",""
"Females","Portugal","From 15 to 64 years","Percentage of total population","2014","Active population","70.0",""
"Total","Romania","From 15 to 64 years","Percentage of total population","2014","Active population","65.7",""
"Males","Romania","From 15 to 64 years","Percentage of total population","2014","Active population","74.3",""
"Females","Romania","From 15 to 64 years","Percentage of total population","2014","Active population","56.9",""
"Total","Slovenia","From 15 to 64 years","Percentage of total population","2014","Active population","70.9",""
"Males","Slovenia","From 15 to 64 years","Percentage of total population","2014","Active population","74.3",""
"Females","Slovenia","From 15 to 64 years","Percentage of total population","2014","Active population","67.2",""
"Total","Slovakia","From 15 to 64 years","Percentage of total population","2014","Active population","70.3",""
"Males","Slovakia","From 15 to 64 years","Percentage of total population","2014","Active population","77.6",""
"Females","Slovakia","From 15 to 64 years","Percentage of total population","2014","Active population","62.9",""
"Total","Finland","From 15 to 64 years","Percentage of total population","2014","Active population","75.4",""
"Males","Finland","From 15 to 64 years","Percentage of total population","2014","Active population","76.8",""
"Females","Finland","From 15 to 64 years","Percentage of total population","2014","Active population","73.9",""
"Total","Sweden","From 15 to 64 years","Percentage of total population","2014","Active population","81.5",""
"Males","Sweden","From 15 to 64 years","Percentage of total population","2014","Active population","83.6",""
"Females","Sweden","From 15 to 64 years","Percentage of total population","2014","Active population","79.3",""
