"SEX","GEO","AGE","UNIT","TIME","INDIC_EM","Value","Flag and Footnotes"
"Total","European Union (28 countries)","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","65.2",""
"Males","European Union (28 countries)","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","72.4",""
"Females","European Union (28 countries)","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","58.1",""
"Total","European Union (27 countries)","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","65.3",""
"Males","European Union (27 countries)","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","72.4",""
"Females","European Union (27 countries)","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","58.2",""
"Total","European Union (15 countries)","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","66.8",""
"Males","European Union (15 countries)","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","74.1",""
"Females","European Union (15 countries)","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","59.5",""
"Total","Euro area (19 countries)","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","65.5",""
"Males","Euro area (19 countries)","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","73.2",""
"Females","Euro area (19 countries)","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","57.8",""
"Total","Euro area (18 countries)","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","65.5",""
"Males","Euro area (18 countries)","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","73.2",""
"Females","Euro area (18 countries)","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","57.8",""
"Total","Euro area (17 countries)","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","65.5",""
"Males","Euro area (17 countries)","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","73.2",""
"Females","Euro area (17 countries)","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","57.8",""
"Total","Belgium","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","62.0",""
"Males","Belgium","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","68.7",""
"Females","Belgium","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","55.3",""
"Total","Bulgaria","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","61.7",""
"Males","Bulgaria","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","66.0",""
"Females","Bulgaria","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","57.6",""
"Total","Czech Republic","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","66.1",""
"Males","Czech Republic","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","74.8",""
"Females","Czech Republic","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","57.3",""
"Total","Denmark","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","77.0",""
"Males","Denmark","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","80.8",""
"Females","Denmark","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","73.2",""
"Total","Germany (until 1990 former territory of the FRG)","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","69.0",""
"Males","Germany (until 1990 former territory of the FRG)","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","74.7",""
"Females","Germany (until 1990 former territory of the FRG)","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","63.2",""
"Total","Estonia","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","69.8",""
"Males","Estonia","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","73.5",""
"Females","Estonia","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","66.2",""
"Total","Ireland","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","69.2","b"
"Males","Ireland","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","77.5","b"
"Females","Ireland","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","60.6","b"
"Total","Greece","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","60.9",""
"Males","Greece","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","74.2",""
"Females","Greece","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","47.7",""
"Total","Spain","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","65.8",""
"Males","Spain","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","76.1",""
"Females","Spain","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","55.3",""
"Total","France","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)",":",""
"Males","France","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)",":",""
"Females","France","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)",":",""
"Total","France (metropolitan)","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","64.3",""
"Males","France (metropolitan)","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","69.2",""
"Females","France (metropolitan)","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","59.6",""
"Total","Croatia","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","59.0",""
"Males","Croatia","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","66.5",""
"Females","Croatia","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","51.6",""
"Total","Italy","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","58.6",""
"Males","Italy","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","70.6",""
"Females","Italy","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","46.6",""
"Total","Cyprus","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","71.0",""
"Males","Cyprus","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","80.0",""
"Females","Cyprus","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","62.4",""
"Total","Latvia","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","68.1",""
"Males","Latvia","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","72.7",""
"Females","Latvia","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","63.9",""
"Total","Lithuania","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","65.0",""
"Males","Lithuania","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","68.2",""
"Females","Lithuania","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","62.0",""
"Total","Luxembourg","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","64.2","b"
"Males","Luxembourg","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","72.3","b"
"Females","Luxembourg","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","56.1","b"
"Total","Hungary","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","57.0",""
"Males","Hungary","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","63.7",""
"Females","Hungary","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","50.7",""
"Total","Malta","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","55.0",""
"Males","Malta","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","73.5",""
"Females","Malta","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","36.0",""
"Total","Netherlands","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","76.0",""
"Males","Netherlands","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","82.2",""
"Females","Netherlands","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","69.6",""
"Total","Austria","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","69.9","b"
"Males","Austria","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","76.3","b"
"Females","Austria","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","63.5","b"
"Total","Poland","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","57.0",""
"Males","Poland","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","63.6",""
"Females","Poland","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","50.6",""
"Total","Portugal","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","67.6",""
"Males","Portugal","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","73.6",""
